titre;annee;cote;coteNew;auteur;cnpl;compositeur;editeur;livret;fiche;internet;scan;snpls
PSAUME 112 - BENI SOIT LE NOM DU SEIGNEUR;2004;ZL112-5;;AELF - DECLEIRE;;DECLEIRE;JUBILUS-VOIX NOUVELLES EDITIONS;;12280;;*;
PSAUME 112 - CHANTEZ L'ETERNEL;1900;L69;Y529;LECOT;;DECHA;LETHIELLEUX (DDB);;2729;;*;
PSAUME 112 - CHANTEZ L'ETERNEL;1900;L68;Y554;LECOT;;DECHA;LETHIELLEUX (DDB);;2730;;*;
PSAUME 112 - LOUEZ LE NOM DU SEIGNEUR;2015;ZL112-9;;AELF;;GOUZES;BAYARD-LITURGIE;PSAUMES DIMANCHES ET FETES - ANNEE C;17001;*;;
PSAUME 112 - LOUEZ LE NOM DU SEIGNEUR;2021;ZL112-18;;AELF;;OSPITAL;ADF;;20203;*;;
PSAUME 112 - LOUEZ LE NOM DU SEIGNEUR;2022;ZL112-19;;AELF;;HERVY;ADF;;20333;*;;
PSAUME 112 - LOUEZ LE NOM DU SEIGNEUR;2022;ZL112-20;;AELF;;DELATTRE;ADF;;20422;*;;
PSAUME 112 - LOUEZ LE NOM DU SEIGNEUR - 25E DIMANCHE DU TEMPS ORDINAIRE ANNÉE C;2019;ZL112-14;;AELF;;PREVIDI;ADF;;19186;*;;
PSAUME 112 - LOUEZ LE NOM DU SEIGNEUR - 25E DIMANCHE DU TEMPS ORDINAIRE C;2016;ZL112-15;;AELF;;WACKENHEIM;ADF;;17546;*;;
PSAUME 112 - LOUEZ LE NOM DU SEIGNEUR - 25E DIMANCHE ORDINAIRE C;2018;ZL112-16;;AELF;;GROSLAMBERT;ADF;;19139;*;;
PSAUME 113;1900;Z113-6;;BIBLE DE JERUSALEM;;MARTIN;STUDIO SM;;2731;;*;
PSAUME 113 - ALLELUIA - LUNDI 5E SEM. DE PAQUES;2016;ZL113-7;;AELF;;DECHA - LECOT - URTEAGA;ADF;;19859;*;;
PSAUME 113 - ALLELUIA - TO ANNEE IMPAIRE : JEUDI 19E SEM.;2016;ZL113-6;;AELF;;ANONYME - LECOT;ADF;;19858;*;;
PSAUME 113 - ALLELUIA - TO ANNEE PAIRE : MARDI 14E SEM.;2016;ZL113-4;;AELF;;LECOT;ADF;;17795;*;;
PSAUME 113 A - ALLELUIA !;2003;ZL113-1;;AELF;;TAMIE;STUDIO SM;;11944;;*;
PSAUME 113 B;2019;ZL113-5;;AELF;;DIEUAIDE;KINNOR;;19001;*;;
PSAUME 114;1900;Z114-4;;BIBLE DE JERUSALEM;;MARTIN;STUDIO SM;;2733;;*;
PSAUME 114 - 24ème DIMANCHE ORDINAIRE - B;2002;ZL43-48;ZL114-1;AELF;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;11180;*;;
PSAUME 114 - 24ème DIMANCHE ORDINAIRE - B;2002;ZL43-48-2;ZL114-2;AELF - KRUCZEK;;KRUCZEK;LETHIELLEUX (DDB);MELOD B;11214;;*;
PSAUME 114 - 24ème DIMANCHE ORDINAIRE - B;2002;Z43-48-4;ZL114-4;AELF;;THIL;LETHIELLEUX (DDB);CHANTE B;11471;;*;
PSAUME 114 - 24ème DIMANCHE ORDINAIRE - B;2002;Z43-48-5;ZL114-5;AELF;;THIL;LETHIELLEUX (DDB);CHANTE B;11585;;*;
PSAUME 114 - 24eme DIMANCHE TO B;2017;ZL114-13;;AELF;;BUIS;L'ARBRE NOIR;;18451;*;;
PSAUME 114 - 24ème DIMANCHE TO B;2016;ZL114-9;;AELF;;LAFARGUE;ARTEGE;;17360;*;;
PSAUME 114 - 24ème DIMANCHE TO B;2017;ZL114-10;;AELF;;ROBERT;MAME (DESCLEE);;17702;*;;
PSAUME 114 - 24ème DIMANCHE TO B;2018;ZL114-11;;AELF;;PREVIDI;ADF;;18193;*;;
PSAUME 114 - 24ème DIMANCHE TO B;2018;ZL114-12;;AELF;;NOTEBAERT;JUBILUS-VOIX NOUVELLES EDITIONS;;18305;*;;
PSAUME 114 - ALLELUIA - TO ANNEE IMPAIRE : JEUDI 13E SEM.;2016;ZL114-15;;AELF;;ANONYME - DEISS - LECOT - LESBORDES;ADF;;19860;*;;
PSAUME 114 - DIEU M'A SAUVE;2002;ZL43-48-3;ZL114-3;AELF - ARTAUD;;ARTAUD;STUDIO SM;UN CHANT NOUVEAU;11374;;*;
PSAUME 114 - J'ETAIS FAIBLE, IL M'A SAUVE !;2004;ZL114-6;;AELF;;DIEUAIDE;JUBILUS-VOIX NOUVELLES EDITIONS;;12153;;*;2000
PSAUME 114 - JE MARCHERAI EN PRESENCE DU SEIGNEUR;2015;ZL114-8;;AELF;;GOUZES;BAYARD-LITURGIE;;16818;*;;
PSAUME 114 - JE MARCHERAI EN PRESENCE DU SEIGNEUR;2023;ZL114-16;;AELF;;OSPITAL;ADF;;20996;*;;
PSAUME 114 - JE MARCHERAI EN PRÉSENCE DU SEIGNEUR - 24E DIMANCHE DU TEMPS ORDINAIRE B;2016;ZL114-14;;AELF;;WACKENHEIM;ADF;;17047;*;;
PSAUME 115  - FETE-DIEU - B;2002;ZL36-23-6;ZL115-6;AELF - EGLISE QUI CHANTE;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;11106;*;;
PSAUME 115 - 2eme DIMANCHE CAREME B;2017;ZL115-34;;AELF;;BUIS;L'ARBRE NOIR;;18398;*;;
PSAUME 115 - 2ème DIMANCHE CAREME B;2016;ZL115-24;;AELF;;LAFARGUE;ARTEGE;;17329;*;;
PSAUME 115 - 2ème DIMANCHE CAREME B;2018;ZL115-30;;AELF;;PREVIDI;ADF;;18194;*;;
PSAUME 115 - 2ème DIMANCHE CAREME B;2018;ZL115-33;;AELF;;OSPITAL;JUBILUS-VOIX NOUVELLES EDITIONS;;18346;*;;
PSAUME 115 - 2ème DIMANCHE DE CAREME - B;2002;ZL36-23-7;ZL115-7;AELF;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;11181;*;;
PSAUME 115 - 2ème DIMANCHE DE CAREME - B;2002;ZL36-23-8;ZL115-8;AELF - KRUCZEK;;KRUCZEK;LETHIELLEUX (DDB);MELOD B;11215;;*;
PSAUME 115 - 2ème DIMANCHE DE CAREME - B;2002;ZL36-23-10;ZL115-10;AELF;;THIL;LETHIELLEUX (DDB);CHANTE B;11472;;*;
PSAUME 115 - 2ème DIMANCHE DE CAREME - B;2002;ZL36-23-11;ZL115-11;AELF;;THIL;LETHIELLEUX (DDB);CHANTE B;11473;;*;
PSAUME 115 - 2ème DIMANCHE DE CAREME B;2017;ZL115-27;;AELF;;ROBERT;MAME (DESCLEE);;17716;*;;
PSAUME 115 - ALLELUIA - SAMEDI 3E SEM. DE PAQUES;2016;ZL115-45;;AELF;;DEISS - LECOT;ADF;;19861;*;;
PSAUME 115 - ALLELUIA - TO ANNEE IMPAIRE : MERCREDI 6E SEM. - VENDREDI 10E SEM. / TO ANNEE PAIRE : LUNDI 1RE SEM. - SAMEDI 23E SEM.;2016;ZL115-29;;AELF;;DECHA - DEISS - LECOT - O'CARROLL;ADF;;17767;*;;
PSAUME 115 - ALLELUIA - TO ANNEE IMPAIRE : VENDREDI 15E SEM.;2016;ZL115-46;;AELF;;DECHA - DEISS - LECOT - O'CARROLL;ADF;;19862;*;;
PSAUME 115 - BENIS SOIENT LA COUPE ET LE PAIN;2014;ZL115-19;;AELF;;GOUZES;BAYARD-LITURGIE;PSAUMES DIMANCHES ET FETES - ANNEE C - PSAUMES DIMANCHES ET FETES ANNÉE A;16483;*;;
PSAUME 115 - C'EST LA PAQUE DU SEIGNEUR;2003;ZL115-14;;AELF - RIMAUD;;DIEUAIDE;JUBILUS-VOIX NOUVELLES EDITIONS;;11907;;*;
PSAUME 115 - CORPS ET SANG DU CHRIST - B;2002;ZL36-23-9;ZL115-9;AELF - KRUCZEK;;KRUCZEK;LETHIELLEUX (DDB);MELOD B;11216;;*;
PSAUME 115 - CORPS ET SANG DU CHRIST - B;2002;Z36-23-12;ZL115-12;AELF;;THIL;LETHIELLEUX (DDB);CHANTE B;11474;;*;
PSAUME 115 - FETE DU CORPS ET DU SANG DU CHRIST B;2018;ZL115-31;;AELF;;PREVIDI;ADF;;18196;*;;
PSAUME 115 - FETE DU SAINT SACREMENT B;2016;ZL115-25;;AELF;;LAFARGUE;ARTEGE;;17340;*;;
PSAUME 115 - FETE DU SAINT SACREMENT B;2017;ZL115-28;;AELF;;ROBERT;MAME (DESCLEE);;17692;*;;
PSAUME 115 - FETE DU SAINT SACREMENT B;2017;ZL115-36;;AELF;;BUIS;L'ARBRE NOIR;;18452;*;;
PSAUME 115 - J'ELEVERAI LA COUPE DU SALUT;2023;ZL115-53;;AELF;;OSPITAL;ADF;;20991;*;;
PSAUME 115 - J'ÉLÈVERAI LA COUPE DU SALUT - CORPS ET SANG DU CHRIST B;2017;ZL115-37;;AELF;;WACKENHEIM;ADF;;17609;*;;
PSAUME 115 - J’ELEVERAI LA COUPE DU SALUT;2015;ZL115-21;;AELF;;GOUZES;BAYARD-LITURGIE;;16819;*;;
PSAUME 115 - JE MARCHERAI EN PRESENCE DU SEIGNEUR;2015;ZL115-20;;AELF;;GESSENEY-RAPPO;SCHOLA CANTORUM;;16759;*;;
PSAUME 115 - JE MARCHERAI EN PRESENCE DU SEIGNEUR;2015;ZL115-22;;AELF;;GOUZES;BAYARD-LITURGIE;;16820;*;;
PSAUME 115 - JE MARCHERAI EN PRESENCE DU SEIGNEUR;2023;ZL115-54;;AELF;;OSPITAL;ADF;;20985;*;;
PSAUME 115 - JE MARCHERAI EN PRÉSENCE DU SEIGNEUR - 2E DIMANCHE DE CARÊME B;2015;ZL115-39;;AELF;;WACKENHEIM;ADF;;16664;*;;
PSAUME 115 - JEUDI SAINT;2002;ZL115-1;;AELF;;ROBERT;KINNOR;;11082;*;;
PSAUME 115 - JEUDI SAINT;2016;ZL115-23;;AELF;;LAFARGUE;ARTEGE;;17107;*;;
PSAUME 115 - JEUDI SAINT;2017;ZL115-35;;AELF;;BUIS;L'ARBRE NOIR;;18441;*;;
PSAUME 115 - JEUDI SAINT;2020;ZL115-41;;AELF;;BARDOT;JUBILUS-VOIX NOUVELLES EDITIONS;;19309;*;;
PSAUME 115 - JEUDI SAINT - A;2002;ZL36-23-3;ZL115-3;AELF;;THIL;LETHIELLEUX (DDB);CHANTE A;10674;;*;
PSAUME 115 - JEUDI SAINT - A-B-C;2001;ZL36-23-2;ZL115-5;AELF;;THIL;LETHIELLEUX (DDB);CHANTE C;10076;;*;
PSAUME 115 - JEUDI SAINT - A-B-C;2002;ZL36-23-4;ZL115-4;AELF - EGLISE QUI CHANTE;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;10871;*;;
PSAUME 115 - JEUDI SAINT - C;2000;ZL36-23;ZL115-15;AELF - KRUCZEK;;KRUCZEK;LETHIELLEUX (DDB);MELOD C;9914;;*;
PSAUME 115 - JEUDI SAINT A B C;2018;ZL115-32;;AELF;;PREVIDI;ADF;;18195;*;;
PSAUME 115 - JEUDI SAINT A, B, C;2016;ZL115-26;;AELF;;ROBERT;MAME (DESCLEE);;17419;*;;
PSAUME 115 - JEUDI SAINT ABC;2022;ZL115-52;;AELF;;AKEPSIMAS;L'ARBRE NOIR;;20604;*;;
PSAUME 115 - JEUDI SAINT MESSE DU SOIR;2019;ZL115-38;;AELF;;PROUST;JUBILUS-VOIX NOUVELLES EDITIONS;;18769;*;;
PSAUME 115 - LA COUPE DE BENEDICTION;2021;ZL115-49;;AELF;;OSPITAL;ADF;;20159;*;;
PSAUME 115 - LA COUPE DE BENEDICTION;2022;ZL115-50;;AELF;;HERVY;ADF;;20294;*;;
PSAUME 115 - LA COUPE DE BENEDICTION;2022;ZL115-51;;AELF;;DELATTRE;ADF;;20379;*;;
PSAUME 115 - LA COUPE DE BÉNÉDICTION - JEUDI SAINT A, B ET C;2015;ZL115-40;;AELF;;WACKENHEIM;ADF;;16647;*;;
PSAUME 115 - LA COUPE DE BENEDICTION - JEUDI SAINT ABC;2018;ZL115-42;;AELF;;GROSLAMBERT;ADF;;19134;*;;
PSAUME 115 - SAINT SACREMENT - ANNEE B;2020;ZL115-48;;AELF;;PROUST;JUBILUS-VOIX NOUVELLES EDITIONS;;19952;*;;
PSAUME 116;2007;EDIT226;;LECOT;;DUMONT;JUBILUS-VOIX NOUVELLES EDITIONS;;13402;;*;
PSAUME 116 -  9ème, 21ème DIMANCHES ORDINAIRES - C;2002;ZL36-24-4;ZL116-4;AELF;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;11268;*;;
PSAUME 116 - 21ème DIMANCHE ORDINAIRE - C;2000;ZL36-24;ZL116-6;AELF - KRUCZEK;;KRUCZEK;LETHIELLEUX (DDB);MELOD C;9915;;*;
PSAUME 116 - 21ème DIMANCHE ORDINAIRE - C;2001;ZL36-24-3;ZL116-3;AELF;;THIL;LETHIELLEUX (DDB);CHANTE C;10078;;*;
PSAUME 116 - 9 ET 21 TO - ANNEE C;2016;ZL116-21;;AELF;;SEGUR;JUBILUS-VOIX NOUVELLES EDITIONS;;19981;*;;
PSAUME 116 - 9E ET 21E DIMANCHE DU TO C;2019;ZL116-16;;AELF;;BARDOT;JUBILUS-VOIX NOUVELLES EDITIONS;;18883;*;;
PSAUME 116 - 9E ET 21E DIMANCHE TO C;2019;ZL116-17;;AELF;;GUYARD;JUBILUS-VOIX NOUVELLES EDITIONS;;18884;*;;
PSAUME 116 - 9ème , 21ème DIMANCHES TO C;2018;ZL116-15;;AELF;;PREVIDI;ADF;;18657;*;;
PSAUME 116 - 9ème DIMANCHE ORDINAIRE - C;2001;ZL36-24-2;ZL116-2;AELF;;THIL;LETHIELLEUX (DDB);CHANTE C;10077;;*;
PSAUME 116 - 9ème et 21ème DIMANCHES TO C;2016;ZL116-12;;AELF;;LAFARGUE;ARTEGE;;17165;*;;
PSAUME 116 - 9ème, 21ème DIMANCHE TO C;2018;ZL116-14;;AELF;;ROBERT;MAME (DESCLEE);;18288;*;;
PSAUME 116 - ALLELUIA - TO ANNEE PAIRE : MERCREDI 27E SEM.;2016;ZL116-19;;AELF;;LECOT;ADF;;17843;*;;
PSAUME 116 - ALLELUIA - VENDREDI 3E SEM. DE PAQUES;2016;ZL116-20;;AELF;;DEISS - LECOT - O'CARROLL;ADF;;19863;*;;
PSAUME 116 - ALLEZ DANS LE MONDE ENTIER;2015;ZL116-11;;AELF;;GOUZES;BAYARD-LITURGIE;PSAUMES DIMANCHES ET FETES - ANNEE C;17002;*;;
PSAUME 116 - ALLEZ DANS LE MONDE ENTIER;2021;ZL116-22;;AELF;;OSPITAL;ADF;;20151;*;;
PSAUME 116 - ALLEZ DANS LE MONDE ENTIER;2022;ZL116-23;;AELF;;HERVY;ADF;;20286;*;;
PSAUME 116 - ALLEZ DANS LE MONDE ENTIER;2022;ZL116-24;;AELF;;HERVY;ADF;;20328;*;;
PSAUME 116 - ALLEZ DANS LE MONDE ENTIER;2022;ZL116-25;;AELF;;DELATTRE;ADF;;20370;*;;
PSAUME 116 - ALLEZ DANS LE MONDE ENTIER - 9E ET 21E DIMANCHE DU TEMPS ORDINAIRE C;2016;ZL116-13;;AELF;;WACKENHEIM;ADF;;17542;*;;
PSAUME 116 - ALLEZ DANS LE MONDE ENTIER - 9E ET 21E DIMANCHE ORDINAIRE C;2018;ZL116-18;;AELF;;GROSLAMBERT;ADF;;19693;*;;
PSAUME 116 - LOUEZ LE SEIGNEUR;2000;ZL38-59;ZL116-5;AELF;;ROBERT;BAYARD-LITURGIE;;10307;*;;
PSAUME 117;1995;ZL20-04;ZL117-2;AELF - TAMIE;;EGLISE QUI CHANTE - GELINEAU - GODARD;STUDIO SM;;7865;*;;
PSAUME 117;1999;ZL32-57;ZL117-25;AELF;;ARTAUD;STUDIO SM;;9475;*;;
PSAUME 117;2015;ZL117-39;;AELF - Sœur MARIE-PIERRE FAURE;;ROBERT;KINNOR;;16885;*;;
PSAUME 117 -  VEILLEE PASCALE - ANNEES A, B ET C;2021;ZL117-83;;AELF;;GREGORIEN - MARIONNEAU;JUBILUS-VOIX NOUVELLES EDITIONS;;20031;*;;
PSAUME 117 - 2ème DIM PAQUES ANNÉE A;2018;ZL117-55;;AELF;;DECLEIRE;JUBILUS-VOIX NOUVELLES EDITIONS;;18150;*;;
PSAUME 117 - 2ème DIMANCHE DE PAQUES - A;2001;ZL32-57-9;ZL117-9;AELF;;KRUCZEK;LETHIELLEUX (DDB);MELOD A;10594;;*;
PSAUME 117 - 2ème DIMANCHE DE PAQUES - A;2002;ZL32-57-11;ZL117-11;AELF;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;10872;*;;
PSAUME 117 - 2ème DIMANCHE DE PAQUES - B;2002;ZL32-57-15;ZL117-15;AELF - EGLISE QUI CHANTE;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;11107;*;;
PSAUME 117 - 2ème DIMANCHE DE PAQUES - B;2002;ZL32-57-18;ZL117-18;AELF - KRUCZEK;;KRUCZEK;LETHIELLEUX (DDB);MELOD B;11217;;*;
PSAUME 117 - 2ème DIMANCHE DE PAQUES - B;2002;Z32-57-22;ZL117-22;AELF;;THIL;LETHIELLEUX (DDB);CHANTE B;11477;;*;
PSAUME 117 - 2ème DIMANCHE DE PAQUES - C;2001;ZL32-57-7;ZL117-7;AELF;;THIL;LETHIELLEUX (DDB);CHANTE C;10080;;*;
PSAUME 117 - 2ème DIMANCHE DE PAQUES - C;2002;ZL32-57-20;ZL117-20;AELF;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;11270;*;;
PSAUME 117 - 2ème DIMANCHE DE PAQUES A;2016;ZL117-45;;AELF;;LAFARGUE;ARTEGE;;17271;*;;
PSAUME 117 - 2ème DIMANCHE DE PAQUES A, B, C;2016;ZL117-48;;AELF;;ROBERT;MAME (DESCLEE);;17420;*;;
PSAUME 117 - 2EME DIMANCHE DE PAQUES ABC;2022;ZL117-96;;AELF;;AKEPSIMAS;L'ARBRE NOIR;;20617;*;;
PSAUME 117 - 2ème DIMANCHE DE PAQUES B, C ;2016;ZL117-44;;AELF;;LAFARGUE;ARTEGE;;17149;*;;
PSAUME 117 - 2ème DIMANCHE PAQUES A B C;2018;ZL117-57;;AELF;;PREVIDI;ADF;;18198;*;;
PSAUME 117 - 2eme DIMANCHE PAQUES A, B, C;2017;ZL117-65;;AELF;;BUIS;L'ARBRE NOIR;;18453;*;;
PSAUME 117 - 2ème DIMANCHE PAQUES A, B, C;2018;ZL117-61;;AELF;;OSPITAL;JUBILUS-VOIX NOUVELLES EDITIONS;;18348;*;;
PSAUME 117 - 2ème DIMANCHE PAQUES ANNEE C;2019;ZL117-70;;AELF;;DECLEIRE;JUBILUS-VOIX NOUVELLES EDITIONS;;18770;*;;
PSAUME 117 - 4ème DIMANCHE DE PAQUES - B;2002;ZL32-57-17;ZL117-17;AELF - EGLISE QUI CHANTE;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;11182;*;;
PSAUME 117 - 4ème DIMANCHE DE PAQUES - B;2002;ZL32-57-19;ZL117-19;AELF - KRUCZEK;;KRUCZEK;LETHIELLEUX (DDB);MELOD B;11226;;*;
PSAUME 117 - 4ème DIMANCHE DE PAQUES - B;2002;Z32-57-23;ZL117-23;AELF;;THIL;LETHIELLEUX (DDB);CHANTE B;11478;;*;
PSAUME 117 - 4ème DIMANCHE DE PAQUES B;2016;ZL117-47;;AELF;;LAFARGUE;ARTEGE;;17335;*;;
PSAUME 117 - 4eme DIMANCHE PAQUES B;2017;ZL117-66;;AELF;;BUIS;L'ARBRE NOIR;;18454;*;;
PSAUME 117 - 4ème DIMANCHE PAQUES B;2017;ZL117-54;;AELF;;ROBERT;MAME (DESCLEE);;17707;*;;
PSAUME 117 - 4ème DIMANCHE PAQUES B;2018;ZL117-58;;AELF;;PREVIDI;ADF;;18199;*;;
PSAUME 117 - 4ème DIMANCHE PAQUES B;2018;ZL117-60;;AELF;;OSPITAL;JUBILUS-VOIX NOUVELLES EDITIONS;;18347;*;;
PSAUME 117 - 4ème DIMANCHE T P - ANNEE B;2018;ZL117-46;;AELF;;DUFFAURE;JUBILUS-VOIX NOUVELLES EDITIONS;;18024;*;;
PSAUME 117 - ALLELUIA - JEUDI 1RE SEM. DE L'AVENT;2016;ZL117-80;;AELF;;LECOT;ADF;;19864;*;;
PSAUME 117 - ALLELUIA - SAMEDI DANS L'OCTAVE DE PAQUES;2016;ZL117-82;;AELF;;DECHA - LECOT;ADF;;19866;*;;
PSAUME 117 - ALLELUIA - TO ANNEE PAIRE : JEUDI 24E SEM.;2016;ZL117-77;;AELF;;DECHA - LECOT;ADF;;17738;*;;
PSAUME 117 - ALLELUIA - VENDREDI DANS L'OCTAVE DE PAQUES;2016;ZL117-81;;AELF;;LECOT;ADF;;19865;*;;
PSAUME 117 - ALLELUIA VEILLEE PASCALE;2016;ZL117-42;;AELF;;LAFARGUE;ARTEGE;;17118;*;;
PSAUME 117 - ALLELUIA, ALLELUIA, ALLELUIA !;2014;ZL117-38;;AELF;;GOUZES;BAYARD-LITURGIE;PSAUMES DIMANCHES ET FETES - ANNEE C - PSAUMES DIMANCHES ET FETES ANNÉE A;16499;*;;
PSAUME 117 - ALLELUIA, ALLELUIA, ALLELUIA !;2021;ZL117-85;;AELF;;OSPITAL;ADF;;20170;*;;
PSAUME 117 - ALLELUIA, ALLELUIA, ALLELUIA !;2022;ZL117-88;;AELF;;HERVY;ADF;;20299;*;;
PSAUME 117 - ALLELUIA, ALLELUIA, ALLELUIA !;2022;ZL117-91;;AELF;;DELATTRE;ADF;;20390;*;;
PSAUME 117 - ALLÉLUIA, ALLÉLUIA, ALLÉLUIA ! - VEILLÉE PASCALE, APRÈS L'ÉPÎTRE A, B ET C;2016;ZL117-51;;AELF;;WACKENHEIM;ADF;;17610;*;;
PSAUME 117 - CE JOUR QUE FIT LE SEIGNEUR;2014;ZL117-37;;AELF;;GOUZES;BAYARD-LITURGIE;PSAUMES DIMANCHES ET FETES - ANNEE C - PSAUMES DIMANCHES ET FETES ANNÉE A;16485;*;;
PSAUME 117 - DIMANCHE DE LA RESURRECTION;2016;ZL117-43;;AELF;;LAFARGUE;ARTEGE;;17119;*;;
PSAUME 117 - DIMANCHE DE PAQUES - MESSE DU JOUR DE PAQUES ANNEE A-B-C;2021;ZL117-84;;AELF;;BAHUAUD;CÆCILIA;;20008;*;;
PSAUME 117 - DIMANCHE DE PAQUES ABC;2022;ZL117-95;;AELF;;AKEPSIMAS;L'ARBRE NOIR;;20616;*;;
PSAUME 117 - DIMANCHES DU TEMPS PASCAL - A;1988;ZL650;ZL117-1;AELF;;WACKENHEIM;STUDIO SM;;3369;;*;
PSAUME 117 - ETERNEL EST SON AMOUR;2007;ZL117-34;;AELF;;CARON;EDITIONS LAUDEM;;15501;*;;
PSAUME 117 - ETERNEL EST SON AMOUR !;2014;ZL117-36;;AELF;;GOUZES;BAYARD-LITURGIE;PSAUMES DIMANCHES ET FETES ANNÉE A;16448;*;;
PSAUME 117 - JOUR DE PAQUES A, B, C;2016;ZL117-49;;AELF;;ROBERT;MAME (DESCLEE);;17421;*;;
PSAUME 117 - JOUR DE PAQUES A, B, C;2017;ZL117-64;;AELF;;BUIS;L'ARBRE NOIR;;18404;*;;
PSAUME 117 - LA PIERRE QU'ONT REJETEE LES BATISSEURS;2023;ZL117-97;;AELF;;OSPITAL;ADF;;20988;*;;
PSAUME 117 - LA PIERRE QU'ONT REJETEE LES BATISSEURS - 4E DIMANCHE DE PAQUES B;2018;ZL117-74;;AELF;;GROSLAMBERT;ADF;;19694;*;;
PSAUME 117 - LA PIERRE QU'ONT REJETÉE LES BÂTISSEURS - 4E DIMANCHE DE PÂQUES B;2017;ZL117-62;;AELF;;WACKENHEIM;ADF;;17027;*;;
PSAUME 117 - LA PIERRE QU’ONT REJETEE LES BATISSEURS;2015;ZL117-40;;AELF;;GOUZES;BAYARD-LITURGIE;;16821;*;;
PSAUME 117 - LE JOUR QUE LE SEIGNEUR A FAIT;1995;ZL22-36;ZL117-24;AELF - REP. CHALAIS;;GODARD;STUDIO SM;;8154;*;;
PSAUME 117 - LE JOUR QUE LE SEIGNEUR A FAIT;2001;ZL32-57-10;ZL117-10;AELF;;VILLENEUVE;JUBILUS-VOIX NOUVELLES EDITIONS;;10699;;*;
PSAUME 117 - PAQUES MESSE DU JOUR - A-B-C;2001;ZL32-57-6;ZL117-6;AELF;;THIL;LETHIELLEUX (DDB);CHANTE C;10079;;*;
PSAUME 117 - RENDEZ GRACE AU SEIGNEUR;2003;ZL117-26;;AELF;;ANDRE;KINNOR;;11980;*;;
PSAUME 117 - RENDEZ GRACE AU SEIGNEUR;2021;ZL117-87;;AELF;;OSPITAL;ADF;;20172;*;;
PSAUME 117 - RENDEZ GRACE AU SEIGNEUR;2022;ZL117-89;;AELF;;HERVY;ADF;;20301;*;;
PSAUME 117 - RENDEZ GRACE AU SEIGNEUR;2022;ZL117-93;;AELF;;DELATTRE;ADF;;20392;*;;
PSAUME 117 - RENDEZ GRÂCE AU SEIGNEUR - 2E DIMANCHE DE PÂQUES A, B ET C;2016;ZL117-53;;AELF;;WACKENHEIM;ADF;;17611;*;;
PSAUME 117 - RENDEZ GRACE AU SEIGNEUR - 2E DIMANCHE DE PAQUES ABC;2018;ZL117-75;;AELF;;GROSLAMBERT;ADF;;19695;*;;
PSAUME 117 - RESURRECTION  - B;2002;Z32-57-21;ZL117-21;AELF;;THIL;LETHIELLEUX (DDB);CHANTE B;11476;;*;
PSAUME 117 - SAINT JOUR DE PAQUES - A-B-C;2002;ZL32-57-14;ZL117-14;AELF;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;10875;*;;
PSAUME 117 - VEILLEE ET JOUR DE PAQUES;2001;ZL32-57-8;ZL117-8;AELF;;KRUCZEK;LETHIELLEUX (DDB);MELOD A;10593;;*;
PSAUME 117 - VEILLEE PASCALE;2019;ZL117-67;;AELF;;DEPREZ;JUBILUS-VOIX NOUVELLES EDITIONS;;18756;*;;
PSAUME 117 - VEILLEE PASCALE;2019;ZL117-69;;AELF;;PINAULT;JUBILUS-VOIX NOUVELLES EDITIONS;;18758;*;;
PSAUME 117 - VEILLEE PASCALE - JOUR DE PAQUES A B C;2018;ZL117-59;;AELF;;PREVIDI;ADF;;18197;*;;
PSAUME 117 - VEILLEE PASCALE : PSAUME AVANT L’EVANGILE;2017;ZL117-63;;AELF;;BUIS;L'ARBRE NOIR;;18403;*;;
PSAUME 117 - VEILLEE PASCALE, APRES L'EPITRE ABC;2022;ZL117-94;;AELF;;AKEPSIMAS;L'ARBRE NOIR;;20615;*;;
PSAUME 117 - VERSION CHORALE;2004;ZL117-35;;AELF;;ROY;EDITIONS LAUDEM;;15502;*;;
PSAUME 117 - VIGILE PASCALE - A-B-C;2002;ZL32-57-12;ZL117-12;AELF;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;10873;*;;
PSAUME 117 - VIGILE PASCALE A, B, C;2016;ZL117-50;;AELF;;ROBERT;MAME (DESCLEE);;17422;*;;
PSAUME 117 - VIGILE PASCALE, RESURRECTION, 2ème DIMANCHE DE PAQUES - A;2002;ZL32-57-16;ZL117-16;AELF;;THIL;LETHIELLEUX (DDB);CHANTE A;10675;;*;
PSAUME 117 - VOICI LE JOUR QUE FIT LE SEIGNEUR;2021;ZL117-86;;AELF;;OSPITAL;ADF;;20171;*;;
PSAUME 117 - VOICI LE JOUR QUE FIT LE SEIGNEUR;2022;ZL117-90;;AELF;;HERVY;ADF;;20300;*;;
PSAUME 117 - VOICI LE JOUR QUE FIT LE SEIGNEUR;2022;ZL117-92;;AELF;;DELATTRE;ADF;;20391;*;;
